algorithm,alpha,lr,rho,seed,iter,F,gap,dist_to_Wstar,gradnorm,sharpness_gap,diverged,wall_time_s
fsam,1.6,0.003,0.01,4,130,0.36980733275413513,0.3667200435884297,37.968544006347656,0.012761546298861504,-4.172325134277344e-07,0,0.34810423851013184
fsam,1.6,0.003,0.01,4,140,0.37807056307792664,0.3749832739122212,38.49927520751953,0.0128312474116683,-1.7881393432617188e-07,0,0.3761262893676758
fsam,1.6,0.003,0.01,4,150,0.39060717821121216,0.3875198890455067,39.42874526977539,0.01294220332056284,5.960464477539062e-07,0,0.4013855457305908
fsam,1.6,0.003,0.01,4,160,0.3971785306930542,0.39409124152734876,39.83578872680664,0.01299182791262865,-8.940696716308594e-07,0,0.42931628227233887
fsam,1.6,0.003,0.01,4,170,0.41298967599868774,0.4099023868329823,41.12506103515625,0.013128637336194515,4.172325134277344e-07,0,0.45453643798828125
fsam,1.6,0.003,0.01,4,180,0.4254642426967621,0.42237695353105664,41.95231628417969,0.013238050974905491,1.6987323760986328e-06,0,0.4816727638244629
fsam,1.6,0.003,0.01,4,190,0.4331163167953491,0.4300290276296437,42.5035285949707,0.013299518264830112,1.9073486328125e-06,0,0.5097911357879639
fsam,1.6,0.003,0.01,4,200,0.44140127301216125,0.4383139838464558,43.04384231567383,0.013370408676564693,-1.0132789611816406e-06,0,0.5351660251617432
fsam,1.6,0.003,0.01,4,210,0.44816330075263977,0.44507601158693433,43.499454498291016,0.013416611589491367,-1.1324882507324219e-06,0,0.5632436275482178
fsam,1.6,0.003,0.01,4,220,0.4617423415184021,0.45865505235269666,44.469261169433594,0.013520338572561741,-5.364418029785156e-07,0,0.5895175933837891
fsam,1.6,0.003,0.01,4,230,0.4675908386707306,0.46450354950502515,44.84798812866211,0.013568568974733353,3.2782554626464844e-07,0,0.6160604953765869
fsam,1.6,0.003,0.01,4,240,0.47376731038093567,0.4706800212152302,45.267494201660156,0.013609671965241432,0.0,0,0.6444735527038574
fsam,1.6,0.003,0.01,4,250,0.49629026651382446,0.493202977348119,47.19289016723633,0.013785382732748985,5.364418029785156e-07,0,0.6707789897918701
fsam,1.6,0.003,0.01,4,260,0.5096054673194885,0.5065181781537831,48.19697189331055,0.013898437842726707,1.1324882507324219e-06,0,0.6999471187591553
fsam,1.6,0.003,0.01,4,270,0.5425504446029663,0.5394631554372609,50.990482330322266,0.01413046382367611,-9.5367431640625e-07,0,0.7264575958251953
fsam,1.6,0.003,0.01,4,280,0.5538404583930969,0.5507531692273915,51.90190505981445,0.014214612543582916,-5.960464477539062e-07,0,0.7533564567565918
fsam,1.6,0.003,0.01,4,290,0.5586944818496704,0.555607192683965,52.21860122680664,0.014246739447116852,1.430511474609375e-06,0,0.7832221984863281
fsam,1.6,0.003,0.01,4,300,0.5879622101783752,0.5848749210126698,54.67136764526367,0.01445082388818264,1.9669532775878906e-06,0,0.8090596199035645
fsam,1.6,0.003,0.01,4,310,0.5926063060760498,0.5895190169103444,54.954322814941406,0.014482707716524601,-4.76837158203125e-07,0,0.8374290466308594
fsam,1.6,0.003,0.01,4,320,0.6091855764389038,0.6060982872731984,56.021026611328125,0.014590500853955746,-3.7550926208496094e-06,0,0.864882230758667
fsam,1.6,0.003,0.01,4,330,0.6288632750511169,0.6257759858854115,57.46894836425781,0.0147370845079422,-7.748603820800781e-07,0,0.8921818733215332
fsam,1.6,0.003,0.01,4,340,0.6453754305839539,0.6422881414182484,58.53117752075195,0.014840084128081799,-2.384185791015625e-07,0,0.9212522506713867
fsam,1.6,0.003,0.01,4,350,0.6547367572784424,0.6516494681127369,59.06898880004883,0.014907024800777435,-7.748603820800781e-07,0,0.9463930130004883
fsam,1.6,0.003,0.01,4,360,0.6666643023490906,0.6635770131833851,59.77207565307617,0.014986197464168072,2.4437904357910156e-06,0,0.9734711647033691
fsam,1.6,0.003,0.01,4,370,0.6817654371261597,0.6786781479604542,60.712242126464844,0.01508858148008585,3.5762786865234375e-07,0,1.0016770362854004
fsam,1.6,0.003,0.01,4,380,0.6927088499069214,0.6896215607412159,61.44366455078125,0.015158897265791893,-1.0728836059570312e-06,0,1.0270512104034424
fsam,1.6,0.003,0.01,4,390,0.70457923412323,0.7014919449575245,62.17677307128906,0.015237386338412762,-3.039836883544922e-06,0,1.0554003715515137
fsam,1.6,0.003,0.01,4,400,0.7111449241638184,0.7080576349981129,62.590633392333984,0.01528838835656643,-1.6093254089355469e-06,0,1.0813586711883545
fsam,1.6,0.003,0.01,4,410,0.717483639717102,0.7143963505513966,62.981651306152344,0.015331747941672802,-8.344650268554688e-07,0,1.1084825992584229
fsam,1.6,0.003,0.01,4,420,0.7227892875671387,0.7197019984014332,63.291202545166016,0.015372526831924915,-1.8477439880371094e-06,0,1.1367826461791992
fsam,1.6,0.003,0.01,4,430,0.7278453707695007,0.7247580816037953,63.66081619262695,0.015401567332446575,1.7881393432617188e-07,0,1.1623382568359375
fsam,1.6,0.003,0.01,4,440,0.73592209815979,0.7328348089940846,64.1204605102539,0.015458307228982449,8.940696716308594e-07,0,1.1911883354187012
fsam,1.6,0.003,0.01,4,450,0.7428985834121704,0.739811294246465,64.54116821289062,0.015501565299928188,1.2516975402832031e-06,0,1.2168893814086914
fsam,1.6,0.003,0.01,4,460,0.747222900390625,0.7441356112249196,64.7978286743164,0.015537639148533344,-3.4570693969726562e-06,0,1.2437655925750732
fsam,1.6,0.003,0.01,4,470,0.7534123659133911,0.7503250767476857,65.17180633544922,0.015577936545014381,-2.0265579223632812e-06,0,1.2723324298858643
fsam,1.6,0.003,0.01,4,480,0.7614584565162659,0.7583711673505604,65.6813735961914,0.01563035510480404,-1.0728836059570312e-06,0,1.29817533493042
fsam,1.6,0.003,0.01,4,490,0.7672040462493896,0.7641167570836842,66.07920837402344,0.015659045428037643,0.0,0,1.3266263008117676
fsam,1.6,0.003,0.01,4,500,0.77195143699646,0.7688641478307545,66.34971618652344,0.01569203846156597,3.5762786865234375e-07,0,1.3526885509490967
fsam,1.6,0.003,0.01,4,510,0.7763277292251587,0.7732404400594532,66.60897064208984,0.015719756484031677,2.086162567138672e-06,0,1.3791413307189941
fsam,1.6,0.003,0.01,4,520,0.7851756811141968,0.7820883919484913,67.07379913330078,0.015780963003635406,-1.6093254089355469e-06,0,1.407886028289795
fsam,1.6,0.003,0.01,4,530,0.8077719211578369,0.8046846319921315,68.53060150146484,0.015926318243145943,4.76837158203125e-07,0,1.4333863258361816
fsam,1.6,0.003,0.01,4,540,0.8132899403572083,0.8102026511915028,68.85863494873047,0.01596519909799099,-1.1920928955078125e-07,0,1.4613840579986572
fsam,1.6,0.003,0.01,4,550,0.8181623220443726,0.8150750328786671,69.16642761230469,0.015995914116501808,1.0728836059570312e-06,0,1.4886670112609863
fsam,1.6,0.003,0.01,4,560,0.8230220079421997,0.8199347187764943,69.4600830078125,0.016027560457587242,-3.159046173095703e-06,0,1.514756679534912
fsam,1.6,0.003,0.01,4,570,0.8383361101150513,0.8352488209493458,70.33853149414062,0.016134334728121758,5.960464477539062e-07,0,1.5431597232818604
fsam,1.6,0.003,0.01,4,580,0.8434892892837524,0.840402000118047,70.59844970703125,0.016168266534805298,-4.76837158203125e-07,0,1.5686211585998535
fsam,1.6,0.003,0.01,4,590,0.8505704402923584,0.847483151126653,71.01949310302734,0.016212834045290947,-2.384185791015625e-07,0,1.5966126918792725
fsam,1.6,0.003,0.01,4,600,0.8794420957565308,0.8763548065908253,72.835205078125,0.01639874465763569,9.5367431640625e-07,0,1.6240756511688232
fsam,1.6,0.003,0.01,4,610,0.9104599952697754,0.90737270610407,74.68995666503906,0.016595494002103806,-2.9802322387695312e-06,0,1.6500120162963867
fsam,1.6,0.003,0.01,4,620,0.9133679270744324,0.9102806379087269,74.84432983398438,0.016612021252512932,-2.2649765014648438e-06,0,1.6803536415100098
fsam,1.6,0.003,0.01,4,630,0.92777419090271,0.9246869017370045,75.74947357177734,0.01669519767165184,-7.152557373046875e-07,0,1.7113590240478516
fsam,1.6,0.003,0.01,4,640,0.9434506893157959,0.9403634001500905,76.85316467285156,0.016787197440862656,-5.364418029785156e-07,0,1.7363324165344238
fsam,1.6,0.003,0.01,4,650,0.9511518478393555,0.94806455867365,77.27035522460938,0.01683703251183033,-1.5497207641601562e-06,0,1.7604422569274902
fsam,1.6,0.003,0.01,4,660,0.9632359743118286,0.9601486851461232,77.94806671142578,0.016905931755900383,7.152557373046875e-07,0,1.7845041751861572
fsam,1.6,0.003,0.01,4,670,0.9689503312110901,0.9658630420453846,78.2884521484375,0.016937067732214928,5.364418029785156e-07,0,1.8087308406829834
fsam,1.6,0.003,0.01,4,680,0.9752485752105713,0.9721612860448658,78.6382064819336,0.01697353646159172,1.3113021850585938e-06,0,1.8326961994171143
fsam,1.6,0.003,0.01,4,690,0.9801201820373535,0.9770328928716481,78.8962173461914,0.01700480468571186,-1.8477439880371094e-06,0,1.856879711151123
fsam,1.6,0.003,0.01,4,700,0.9856767058372498,0.9825894166715443,79.19768524169922,0.017034931108355522,-5.960464477539062e-07,0,1.8807518482208252
fsam,1.6,0.003,0.01,4,710,1.008557915687561,1.0054706265218556,80.43134307861328,0.017164546996355057,-1.9073486328125e-06,0,1.905733585357666
fsam,1.6,0.003,0.01,4,720,1.0248675346374512,1.0217802454717457,81.44612121582031,0.017262985929846764,-8.344650268554688e-07,0,1.9299075603485107
fsam,1.6,0.003,0.01,4,730,1.0352147817611694,1.032127492595464,81.96797180175781,0.01732231117784977,1.5497207641601562e-06,0,1.9541778564453125
fsam,1.6,0.003,0.01,4,740,1.0526870489120483,1.049599759746343,83.04131317138672,0.017418233677744865,3.5762786865234375e-07,0,1.9783108234405518
fsam,1.6,0.003,0.01,4,750,1.057090401649475,1.0540031124837697,83.24971008300781,0.0174489114433527,-1.0728836059570312e-06,0,2.0026967525482178
fsam,1.6,0.003,0.01,4,760,1.0740785598754883,1.0709912707097828,84.24776458740234,0.017546867951750755,-6.67572021484375e-06,0,2.026689052581787
fsam,1.6,0.003,0.01,4,770,1.0773675441741943,1.074280255008489,84.41670989990234,0.017566651105880737,-1.430511474609375e-06,0,2.050598382949829
fsam,1.6,0.003,0.01,4,780,1.0835762023925781,1.0804889132268727,84.77592468261719,0.017600709572434425,2.384185791015625e-07,0,2.0745232105255127
fsam,1.6,0.003,0.01,4,790,1.0974547863006592,1.0943674971349537,85.565673828125,0.017678536474704742,-2.9802322387695312e-06,0,2.0990183353424072
fsam,1.6,0.003,0.01,4,800,1.1108659505844116,1.1077786614187062,86.33126831054688,0.01775403507053852,-2.384185791015625e-06,0,2.1230111122131348
fsam,1.6,0.003,0.01,4,810,1.1174904108047485,1.114403121639043,86.70233917236328,0.017786037176847458,0.0,0,2.146883726119995
fsam,1.6,0.003,0.01,4,820,1.1181260347366333,1.1150387455709279,86.73148345947266,0.017785735428333282,-3.5762786865234375e-07,0,2.1706528663635254
fsam,1.6,0.003,0.01,4,830,1.1278469562530518,1.1247596670873463,87.27659606933594,0.017849043011665344,5.960464477539062e-07,0,2.194692850112915
fsam,1.6,0.003,0.01,4,840,1.1361479759216309,1.1330606867559254,87.7389907836914,0.01788930408656597,8.344650268554688e-07,0,2.21872878074646
fsam,1.6,0.003,0.01,4,850,1.1410220861434937,1.1379347969777882,88.0228042602539,0.017917538061738014,-7.152557373046875e-07,0,2.2426066398620605
fsam,1.6,0.003,0.01,4,860,1.1466197967529297,1.1435325075872242,88.32157135009766,0.017951980233192444,-9.5367431640625e-07,0,2.266598701477051
fsam,1.6,0.003,0.01,4,870,1.1681146621704102,1.1650273730047047,89.57535552978516,0.018070418387651443,7.152557373046875e-07,0,2.2904295921325684
fsam,1.6,0.003,0.01,4,880,1.1820625066757202,1.1789752175100148,90.34361267089844,0.018142271786928177,-5.960464477539062e-07,0,2.3144426345825195
fsam,1.6,0.003,0.01,4,890,1.1992900371551514,1.196202747989446,91.29793548583984,0.018238766118884087,-3.6954879760742188e-06,0,2.33828067779541
fsam,1.6,0.003,0.01,4,900,1.2041845321655273,1.201097242999822,91.57142639160156,0.018267575651407242,7.152557373046875e-07,0,2.361989736557007
fsam,1.6,0.003,0.01,4,910,1.208369493484497,1.2052822043187916,91.78285217285156,0.018288513645529747,0.0,0,2.3856797218322754
fsam,1.6,0.003,0.01,4,920,1.221982479095459,1.2188951899297535,92.49699401855469,0.018359677866101265,-1.1920928955078125e-07,0,2.410048246383667
fsam,1.6,0.003,0.01,4,930,1.2253632545471191,1.2222759653814137,92.69499969482422,0.018376203253865242,-7.152557373046875e-07,0,2.4348268508911133
fsam,1.6,0.003,0.01,4,940,1.2357147932052612,1.2326275040395558,93.23377227783203,0.018427584320306778,2.384185791015625e-07,0,2.459113121032715
fsam,1.6,0.003,0.01,4,950,1.245811104774475,1.2427238156087697,93.76300048828125,0.018484879285097122,2.0265579223632812e-06,0,2.4843125343322754
fsam,1.6,0.003,0.01,4,960,1.250149130821228,1.2470618416555226,94.01628875732422,0.01850864291191101,-1.0728836059570312e-06,0,2.509089231491089
fsam,1.6,0.003,0.01,4,970,1.2658445835113525,1.262757294345647,94.8499526977539,0.018594922497868538,0.0,0,2.5338656902313232
fsam,1.6,0.003,0.01,4,980,1.2727618217468262,1.2696745325811207,95.2182388305664,0.018627630546689034,-1.7881393432617188e-06,0,2.5581231117248535
fsam,1.6,0.003,0.01,4,990,1.2788833379745483,1.275796048808843,95.55193328857422,0.018662218004465103,-7.152557373046875e-07,0,2.5829992294311523
fsam,1.6,0.003,0.01,4,1000,1.2879527807235718,1.2848654915578663,96.04057312011719,0.018709808588027954,-9.5367431640625e-07,0,2.610539436340332
fsam,1.6,0.003,0.02,0,10,0.10876520723104477,0.10567791806533933,14.69669246673584,0.010206631384789944,-5.364418029785156e-07,0,0.02506256103515625
fsam,1.6,0.003,0.02,0,20,0.12440072745084763,0.12131343828514218,15.999014854431152,0.010441102087497711,-2.3990869522094727e-06,0,0.049558401107788086
fsam,1.6,0.003,0.02,0,30,0.16322210431098938,0.16013481514528394,21.074417114257812,0.010848981328308582,1.6391277313232422e-07,0,0.07577228546142578
fsam,1.6,0.003,0.02,0,40,0.20442715287208557,0.20133986370638013,25.655834197998047,0.011280731298029423,1.1920928955078125e-07,0,0.10040974617004395
fsam,1.6,0.003,0.02,0,50,0.22404305636882782,0.22095576720312238,26.95597267150879,0.011480838991701603,2.384185791015625e-07,0,0.12526607513427734
fsam,1.6,0.003,0.02,0,60,0.236995667219162,0.23390837805345654,27.902252197265625,0.011627469211816788,4.559755325317383e-06,0,0.1487133502960205
fsam,1.6,0.003,0.02,0,70,0.24724406003952026,0.24415677087381482,28.565059661865234,0.011721679009497166,3.5762786865234375e-07,0,0.17180180549621582
fsam,1.6,0.003,0.02,0,80,0.2605583369731903,0.25747104780748487,29.52578353881836,0.0118595901876688,-9.834766387939453e-07,0,0.19488120079040527
fsam,1.6,0.003,0.02,0,90,0.2832791805267334,0.28019189136102796,31.518695831298828,0.012051714584231377,-1.8477439880371094e-06,0,0.21801495552062988
fsam,1.6,0.003,0.02,0,100,0.2990958094596863,0.29600852029398084,32.65058135986328,0.012202354148030281,-9.834766387939453e-07,0,0.24170446395874023
fsam,1.6,0.003,0.02,0,110,0.3160742521286011,0.31298696296289563,34.00552749633789,0.012353177182376385,-9.5367431640625e-07,0,0.2648892402648926
fsam,1.6,0.003,0.02,0,120,0.32693079113960266,0.3238435019738972,34.680519104003906,0.012458485551178455,1.341104507446289e-06,0,0.2879526615142822
fsam,1.6,0.003,0.02,0,130,0.3396569490432739,0.3365696598775685,35.637149810791016,0.012576471082866192,4.023313522338867e-06,0,0.31139349937438965
fsam,1.6,0.003,0.02,0,140,0.34990155696868896,0.3468142678029835,36.28887176513672,0.012671316042542458,3.2782554626464844e-06,0,0.3350069522857666
fsam,1.6,0.003,0.02,0,150,0.35951051115989685,0.3564232219941914,36.90859603881836,0.012753411196172237,1.043081283569336e-06,0,0.358612060546875
fsam,1.6,0.003,0.02,0,160,0.36748895049095154,0.3644016613252461,37.40958786010742,0.012825722806155682,2.2351741790771484e-06,0,0.38223743438720703
fsam,1.6,0.003,0.02,0,170,0.3749552071094513,0.37186791794374585,37.93614196777344,0.012883801013231277,0.0,0,0.4059896469116211
fsam,1.6,0.003,0.02,0,180,0.38382604718208313,0.3807387580163777,38.64457702636719,0.012928801588714123,4.470348358154297e-07,0,0.42952537536621094
fsam,1.6,0.003,0.02,0,190,0.4077604115009308,0.40467312233522534,40.62269592285156,0.013134351931512356,3.3974647521972656e-06,0,0.4530143737792969
fsam,1.6,0.003,0.02,0,200,0.41468897461891174,0.4116016854532063,41.06801223754883,0.013194069266319275,2.5331974029541016e-06,0,0.4765355587005615
fsam,1.6,0.003,0.02,0,210,0.4344891309738159,0.4314018418081105,42.82935333251953,0.013341122306883335,-6.556510925292969e-07,0,0.500028133392334
fsam,1.6,0.003,0.02,0,220,0.44151848554611206,0.4384311963804066,43.30187225341797,0.013388700783252716,5.662441253662109e-06,0,0.5237438678741455
fsam,1.6,0.003,0.02,0,230,0.454997718334198,0.45191042916849256,44.18605422973633,0.013492943719029427,3.337860107421875e-06,0,0.5472137928009033
fsam,1.6,0.003,0.02,0,240,0.4626498520374298,0.45956256287172437,44.69662094116211,0.013545835390686989,2.652406692504883e-06,0,0.5704426765441895
fsam,1.6,0.003,0.02,0,250,0.4874570369720459,0.48436974780634046,46.67512130737305,0.01372438482940197,5.304813385009766e-06,0,0.5933647155761719
fsam,1.6,0.003,0.02,0,260,0.49439704418182373,0.4913097550161183,47.1214599609375,0.013766273856163025,2.8014183044433594e-06,0,0.616236686706543
fsam,1.6,0.003,0.02,0,270,0.5004949569702148,0.4974076678045094,47.49284362792969,0.013816911727190018,1.6689300537109375e-06,0,0.6394593715667725
fsam,1.6,0.003,0.02,0,280,0.5191991329193115,0.5161118437536061,48.757667541503906,0.013968264684081078,6.556510925292969e-07,0,0.6622638702392578
fsam,1.6,0.003,0.02,0,290,0.5265000462532043,0.5234127570874989,49.29890441894531,0.01401071809232235,-3.635883331298828e-06,0,0.6850202083587646
fsam,1.6,0.003,0.02,0,300,0.5366725325584412,0.5335852433927357,50.009765625,0.014080015011131763,1.0132789611816406e-06,0,0.7076761722564697
fsam,1.6,0.003,0.02,0,310,0.5414047241210938,0.5383174349553883,50.337284088134766,0.014102594926953316,-1.1920928955078125e-07,0,0.7306258678436279
fsam,1.6,0.003,0.02,0,320,0.5570072531700134,0.553919964004308,51.365787506103516,0.01422044076025486,-1.0132789611816406e-06,0,0.7534575462341309
fsam,1.6,0.003,0.02,0,330,0.5626320838928223,0.5595447947271168,51.74175262451172,0.01425742544233799,1.3709068298339844e-06,0,0.776275634765625
fsam,1.6,0.003,0.02,0,340,0.5676949620246887,0.5646076728589833,52.06097412109375,0.014297256246209145,7.748603820800781e-07,0,0.799088716506958
fsam,1.6,0.003,0.02,0,350,0.5728281736373901,0.5697408844716847,52.437652587890625,0.014326604083180428,9.5367431640625e-07,0,0.8218681812286377
fsam,1.6,0.003,0.02,0,360,0.5887267589569092,0.5856394697912037,53.52515411376953,0.01444982923567295,-2.5033950805664062e-06,0,0.8448836803436279
fsam,1.6,0.003,0.02,0,370,0.596814751625061,0.5937274624593556,54.0474967956543,0.014507499523460865,4.172325134277344e-07,0,0.8676228523254395
fsam,1.6,0.003,0.02,0,380,0.6019651889801025,0.5988778998143971,54.44106674194336,0.014532237313687801,-5.960464477539063e-08,0,0.8903374671936035
fsam,1.6,0.003,0.02,0,390,0.6211371421813965,0.618049853015691,55.80510330200195,0.014672881923615932,3.3974647521972656e-06,0,0.9130771160125732
fsam,1.6,0.003,0.02,0,400,0.6257213950157166,0.6226341058500111,56.13011169433594,0.014705675654113293,3.3974647521972656e-06,0,0.9364073276519775
fsam,1.6,0.003,0.02,0,410,0.631032407283783,0.6279451181180775,56.4912223815918,0.014748482964932919,6.556510925292969e-07,0,0.9594354629516602
fsam,1.6,0.003,0.02,0,420,0.6368127465248108,0.6337254573591053,56.8385009765625,0.014789281412959099,-3.635883331298828e-06,0,0.9825258255004883
fsam,1.6,0.003,0.02,0,430,0.6532413959503174,0.6501541067846119,58.10162353515625,0.014912387356162071,-6.9141387939453125e-06,0,1.005580186843872
fsam,1.6,0.003,0.02,0,440,0.6594609022140503,0.6563736130483449,58.49919509887695,0.014958727173507214,-3.993511199951172e-06,0,1.029080867767334
fsam,1.6,0.003,0.02,0,450,0.6659775972366333,0.6628903080709279,58.9454231262207,0.015002487227320671,-3.6954879760742188e-06,0,1.0523827075958252
fsam,1.6,0.003,0.02,0,460,0.6771011352539062,0.6740138460882008,59.7132682800293,0.015075992792844772,-2.086162567138672e-06,0,1.0756397247314453
fsam,1.6,0.003,0.02,0,470,0.6828495264053345,0.679762237239629,60.05526351928711,0.015117079950869083,9.5367431640625e-07,0,1.0986912250518799
fsam,1.6,0.003,0.02,0,480,0.7011871337890625,0.6980998446233571,61.310203552246094,0.015236330218613148,-2.0265579223632812e-06,0,1.121802568435669
fsam,1.6,0.003,0.02,0,490,0.7086822986602783,0.7055950094945729,61.72091293334961,0.015294238924980164,3.5762786865234375e-07,0,1.145169973373413
fsam,1.6,0.003,0.02,0,500,0.718990683555603,0.7159033943898976,62.41189193725586,0.0153541574254632,1.2516975402832031e-06,0,1.168231725692749
fsam,1.6,0.003,0.02,0,510,0.7572431564331055,0.7541558672674,65.26203918457031,0.01558456476777792,-6.67572021484375e-06,0,1.1912477016448975
fsam,1.6,0.003,0.02,0,520,0.7855095267295837,0.7824222375638783,67.33047485351562,0.015778858214616776,-2.8014183044433594e-06,0,1.2144153118133545
fsam,1.6,0.003,0.02,0,530,0.7899738550186157,0.7868865658529103,67.56936645507812,0.015802839770913124,-1.0132789611816406e-06,0,1.2378993034362793
fsam,1.6,0.003,0.02,0,540,0.7918787002563477,0.7887914110906422,67.71134185791016,0.015812288969755173,1.0728836059570312e-06,0,1.261056661605835
fsam,1.6,0.003,0.02,0,550,0.7948276400566101,0.7917403508909047,67.90302276611328,0.01582925021648407,-2.205371856689453e-06,0,1.2841434478759766
fsam,1.6,0.003,0.02,0,560,0.8205794095993042,0.8174921204335988,69.44698333740234,0.015995804220438004,2.6226043701171875e-06,0,1.307239055633545
fsam,1.6,0.003,0.02,0,570,0.8326398134231567,0.8295525242574513,70.25199127197266,0.016073385253548622,2.384185791015625e-07,0,1.3307464122772217
fsam,1.6,0.003,0.02,0,580,0.8444864153862,0.8413991262204945,70.98420715332031,0.016146712005138397,1.6093254089355469e-06,0,1.3538691997528076
fsam,1.6,0.003,0.02,0,590,0.851913571357727,0.8488262821920216,71.45632934570312,0.016190044581890106,2.7418136596679688e-06,0,1.3769443035125732
fsam,1.6,0.003,0.02,0,600,0.8590728640556335,0.8559855748899281,71.88530731201172,0.016239166259765625,-1.2516975402832031e-06,0,1.4003639221191406
fsam,1.6,0.003,0.02,0,610,0.868413507938385,0.8653262187726796,72.41017150878906,0.016299113631248474,-1.8477439880371094e-06,0,1.4237356185913086
fsam,1.6,0.003,0.02,0,620,0.8840474486351013,0.8809601594693959,73.3714370727539,0.0163978710770607,1.2516975402832031e-06,0,1.4475548267364502
fsam,1.6,0.003,0.02,0,630,0.8901545405387878,0.8870672513730824,73.71569061279297,0.016433844342827797,-3.159046173095703e-06,0,1.4709582328796387
fsam,1.6,0.003,0.02,0,640,0.9031773209571838,0.9000900317914784,74.5572509765625,0.016503293067216873,-5.781650543212891e-06,0,1.494431972503662
fsam,1.6,0.003,0.02,0,650,0.9074323773384094,0.904345088172704,74.80590057373047,0.016530968248844147,3.039836883544922e-06,0,1.517895221710205
fsam,1.6,0.003,0.02,0,660,0.9246628880500793,0.9215755988843739,75.96827697753906,0.016628269106149673,6.556510925292969e-07,0,1.5417194366455078
fsam,1.6,0.003,0.02,0,670,0.9410769939422607,0.9379897047765553,76.9588623046875,0.016723893582820892,3.5762786865234375e-06,0,1.5652852058410645
fsam,1.6,0.003,0.02,0,680,0.9546248912811279,0.9515376021154225,77.7490234375,0.01680191233754158,2.86102294921875e-06,0,1.589332103729248
fsam,1.6,0.003,0.02,0,690,0.9606786966323853,0.9575914074666798,78.098388671875,0.016840601339936256,1.6689300537109375e-06,0,1.6134884357452393
fsam,1.6,0.003,0.02,0,700,0.9716439247131348,0.9685566355474293,78.74544525146484,0.016906535252928734,3.2186508178710938e-06,0,1.637735366821289
fsam,1.6,0.003,0.02,0,710,0.9775459170341492,0.9744586278684437,79.08235168457031,0.01693805865943432,7.748603820800781e-07,0,1.6617295742034912
fsam,1.6,0.003,0.02,0,720,0.983296275138855,0.9802089859731495,79.37374114990234,0.016975028440356255,-8.344650268554688e-07,0,1.685781478881836
fsam,1.6,0.003,0.02,0,730,0.9873369932174683,0.9842497040517628,79.56185913085938,0.017001045867800713,3.5762786865234375e-07,0,1.7100560665130615
fsam,1.6,0.003,0.02,0,740,0.9934635162353516,0.9903762270696461,79.92817687988281,0.017030132934451103,3.814697265625e-06,0,1.7344956398010254
fsam,1.6,0.003,0.02,0,750,1.0173019170761108,1.0142146279104054,81.35227966308594,0.017179708927869797,3.5762786865234375e-07,0,1.758570909500122
fsam,1.6,0.003,0.02,0,760,1.0302249193191528,1.0271376301534474,82.17447662353516,0.01725570112466812,8.344650268554688e-07,0,1.782829761505127
fsam,1.6,0.003,0.02,0,770,1.0394389629364014,1.036351673770696,82.68890380859375,0.017320666462183,1.0728836059570312e-06,0,1.8073267936706543
fsam,1.6,0.003,0.02,0,780,1.0431280136108398,1.0400407244451344,82.88700103759766,0.01734619401395321,2.384185791015625e-06,0,1.831313133239746
fsam,1.6,0.003,0.02,0,790,1.0677058696746826,1.0646185805089772,84.33533477783203,0.017494194209575653,3.2186508178710938e-06,0,1.855020523071289
fsam,1.6,0.003,0.02,0,800,1.0731382369995117,1.0700509478338063,84.6679458618164,0.017524875700473785,-2.86102294921875e-06,0,1.8783528804779053
fsam,1.6,0.003,0.02,0,810,1.084311604499817,1.0812243153341115,85.2499008178711,0.017592744901776314,-2.7418136596679688e-06,0,1.9016873836517334
fsam,1.6,0.003,0.02,0,820,1.1069231033325195,1.103835814166814,86.50491333007812,0.01772495172917843,5.960464477539062e-07,0,1.925041675567627
fsam,1.6,0.003,0.02,0,830,1.1166096925735474,1.113522403407842,87.03540802001953,0.017777109518647194,2.384185791015625e-07,0,1.9487991333007812
fsam,1.6,0.003,0.02,0,840,1.122045636177063,1.1189583470113575,87.39464569091797,0.017804544419050217,8.344650268554688e-07,0,1.9721198081970215
fsam,1.6,0.003,0.02,0,850,1.1279999017715454,1.12491261260584,87.71842956542969,0.017834246158599854,1.3113021850585938e-06,0,1.9954490661621094
fsam,1.6,0.003,0.02,0,860,1.130841851234436,1.1277545620687306,87.84730529785156,0.017852887511253357,3.5762786865234375e-07,0,2.0188186168670654
fsam,1.6,0.003,0.02,0,870,1.1455340385437012,1.1424467493779957,88.6251449584961,0.017941728234291077,5.602836608886719e-06,0,2.042335033416748
fsam,1.6,0.003,0.02,0,880,1.1569981575012207,1.1539108683355153,89.26331329345703,0.018010476604104042,4.172325134277344e-06,0,2.065730094909668
fsam,1.6,0.003,0.02,0,890,1.1615636348724365,1.158476345706731,89.53411865234375,0.018030041828751564,1.7881393432617188e-06,0,2.08929705619812
fsam,1.6,0.003,0.02,0,900,1.1748548746109009,1.1717675854451954,90.23639678955078,0.018103810027241707,3.2186508178710938e-06,0,2.112809181213379
fsam,1.6,0.003,0.02,0,910,1.1891111135482788,1.1860238243825734,91.1473617553711,0.018181661143898964,-3.0994415283203125e-06,0,2.136312246322632
fsam,1.6,0.003,0.02,0,920,1.1993988752365112,1.1963115860708058,91.67992401123047,0.018237363547086716,-2.7418136596679688e-06,0,2.1601388454437256
